time,x_ref,y_ref,z_ref,yaw_ref,task_phase,actual_mass_scale,mass_estimate_scale,mass_phase,acc_residual_raw_z_m_s2,disturbance_hat_z_m_s2,disturbance_comp_z_m_s2,acc_residual_after_comp_z_m_s2,controller_mode,disturbance_type
26.4,0.9250799615999998,-0.4625399807999999,2.09250799616,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.41,0.9200970373460833,-0.46004851867304164,2.0920097037346084,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.42,0.9151163844971077,-0.4575581922485539,2.091511638449711,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.43,0.9101381444485117,-0.45506907222425586,2.0910138144448513,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.44,0.9051624584925742,-0.4525812292462871,2.0905162458492574,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.45,0.9001894678123454,-0.4500947339061727,2.0900189467812345,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.46,0.8952193134755846,-0.4476096567377923,2.0895219313475586,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.47,0.8902521364286831,-0.44512606821434153,2.089025213642868,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.48,0.885288077490606,-0.442644038745303,2.0885288077490607,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.49,0.8803272773468158,-0.4401636386734079,2.0880327277346815,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.5,0.8753698765432101,-0.43768493827160504,2.087536987654321,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.51,0.8704160154800487,-0.4352080077400243,2.087041601548005,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.52,0.8654658344058879,-0.43273291720294393,2.086546583440589,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.53,0.8605194734115147,-0.43025973670575735,2.0860519473411516,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.54,0.8555770724238729,-0.42778853621193647,2.0855577072423874,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.55,0.8506387712000003,-0.42531938560000015,2.08506387712,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.56,0.8457047093209569,-0.42285235466047844,2.084570470932096,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.57,0.8407750261857592,-0.4203875130928796,2.084077502618576,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.58,0.8358498610053116,-0.4179249305026558,2.083584986100531,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.59,0.8309293527963377,-0.41546467639816886,2.083092935279634,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.6,0.8260136403753093,-0.41300682018765467,2.082601364037531,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.61,0.8211028623523842,-0.4105514311761921,2.0821102862352383,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.62,0.8161971571253348,-0.4080985785626674,2.0816197157125336,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.63,0.8112966628734799,-0.40564833143673995,2.081129666287348,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.64,0.8064015175516164,-0.4032007587758082,2.0806401517551616,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.65,0.8015118588839503,-0.40075592944197513,2.080151185888395,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.66,0.7966278243580334,-0.3983139121790167,2.0796627824358036,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.67,0.7917495512186885,-0.39587477560934425,2.079174955121869,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.68,0.7868771764619438,-0.3934385882309719,2.0786877176461944,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.69,0.7820108368289684,-0.3910054184144842,2.078201083682897,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.7,0.7771506688000003,-0.38857533440000014,2.07771506688,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.71,0.7722968085882751,-0.38614840429413755,2.0772296808588275,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.72,0.7674493921339671,-0.38372469606698356,2.076744939213397,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.73,0.7626085550981119,-0.38130427754905594,2.0762608555098114,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.74,0.7577744328565441,-0.37888721642827206,2.0757774432856544,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.75,0.7529471604938278,-0.3764735802469139,2.075294716049383,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.76,0.7481268727971844,-0.3740634363985922,2.0748126872797186,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.77,0.7433137042504314,-0.3716568521252157,2.074331370425043,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.78,0.7385077890279095,-0.36925389451395474,2.073850778902791,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.79,0.7337092609884159,-0.36685463049420797,2.0733709260988418,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.8,0.7289182536691352,-0.3644591268345676,2.0728918253669137,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.81,0.7241349002795738,-0.3620674501397869,2.0724134900279574,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.82,0.719359333695488,-0.359679666847744,2.071935933369549,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.83,0.7145916864528186,-0.3572958432264093,2.071459168645282,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.84,0.7098320907416211,-0.35491604537081056,2.070983209074162,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.85,0.7050806783999999,-0.35254033919999994,2.07050806784,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.86,0.7003375809080379,-0.35016879045401894,2.070033758090804,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.87,0.6956029293817301,-0.34780146469086504,2.069560292938173,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.88,0.6908768545669122,-0.3454384272834561,2.069087685456691,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.89,0.6861594868331966,-0.3430797434165983,2.0686159486833198,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.9,0.6814509561679014,-0.3407254780839507,2.0681450956167904,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.91,0.6767513921699839,-0.33837569608499196,2.0676751392169983,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.92,0.6720609240439723,-0.33603046202198616,2.067206092404397,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.93,0.6673796805938947,-0.33368984029694737,2.0667379680593894,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.94,0.6627077902172163,-0.33135389510860813,2.0662707790217216,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.95,0.6580453808987654,-0.3290226904493827,2.0658045380898766,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.96,0.6533925802046698,-0.3266962901023349,2.065339258020467,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.97,0.6487495152762879,-0.32437475763814394,2.064874951527629,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.98,0.6441163128241358,-0.3220581564120679,2.0644116312824137,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
26.99,0.6394930991218284,-0.3197465495609142,2.063949309912183,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.0,0.6348800000000008,-0.3174400000000004,2.063488,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.01,0.6302771408402457,-0.31513857042012283,2.0630277140840247,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.02,0.625684646569048,-0.312842323284524,2.0625684646569047,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.03,0.6211026416517123,-0.3105513208258561,2.062110264165171,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.04,0.6165312500862914,-0.3082656250431457,2.061653125008629,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.05,0.611970595397531,-0.3059852976987655,2.061197059539753,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.06,0.6074208006307831,-0.30371040031539154,2.0607420800630782,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.07,0.6028819883459566,-0.3014409941729783,2.060288198834596,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.08,0.5983542806114359,-0.29917714030571796,2.0598354280611435,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.09,0.5938377989980159,-0.29691889949900796,2.0593837798998016,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.1,0.5893326645728392,-0.2946663322864196,2.058933266457284,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.11,0.5848389978933222,-0.2924194989466611,2.058483899789332,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.12,0.5803569190010891,-0.29017845950054455,2.058035691900109,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.13,0.5758865474158994,-0.2879432737079497,2.05758865474159,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.14,0.5714280021295917,-0.28571400106479583,2.0571428002129593,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.15,0.5669814015999997,-0.28349070079999983,2.05669814016,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.16,0.5625468637448969,-0.28127343187244847,2.0562546863744897,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.17,0.5581245059359223,-0.27906225296796117,2.055812450593592,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.18,0.5537144449925118,-0.2768572224962559,2.0553714444992512,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.19,0.5493167971758324,-0.2746583985879162,2.0549316797175834,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.2,0.5449316781827154,-0.2724658390913577,2.0544931678182716,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.21,0.540559203139584,-0.270279601569792,2.0540559203139583,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.22,0.5361994865963866,-0.2680997432981933,2.0536199486596387,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.23,0.5318526425205314,-0.2659263212602657,2.053185264252053,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.24,0.5275187842908167,-0.26375939214540833,2.0527518784290817,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.25,0.5231980246913586,-0.2615990123456793,2.052319802469136,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.26,0.5188904759055291,-0.25944523795276453,2.051889047590553,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.27,0.514596249509889,-0.2572981247549445,2.051459624950989,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.28,0.5103154564681069,-0.25515772823405347,2.051031545646811,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.29,0.5060482071249093,-0.25302410356245464,2.050604820712491,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.3,0.5017946111999982,-0.2508973055999991,2.05017946112,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.31,0.4975547777819933,-0.24877738889099665,2.0497554777781994,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.32,0.49332881532235273,-0.24666440766117637,2.0493328815322354,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.33,0.4891168316293122,-0.2445584158146561,2.048911683162931,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.34,0.48491893386181717,-0.24245946693090858,2.0484918933861818,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.35,0.4807352285234574,-0.2403676142617287,2.048073522852346,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.36,0.4765658214563846,-0.2382829107281923,2.0476565821456383,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.37,0.4724108178352604,-0.2362054089176302,2.0472410817835263,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.38,0.46827032216118436,-0.23413516108059218,2.0468270322161186,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.39,0.4641444382556157,-0.23207221912780784,2.0464144438255616,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.4,0.4600332692543203,-0.23001663462716015,2.0460033269254323,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.41,0.45593691760129307,-0.22796845880064653,2.0455936917601294,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.42,0.45185548504268747,-0.22592774252134373,2.0451855485042687,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.43,0.4477890726207594,-0.2238945363103797,2.044778907262076,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.44,0.44373778066778247,-0.22186889033389123,2.0443737780667783,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.45,0.4397017087999999,-0.21985085439999996,2.04397017088,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.46,0.4356809559115338,-0.2178404779557669,2.0435680955911533,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.47,0.4316756201683374,-0.2158378100841687,2.043167562016834,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.48,0.427685799002111,-0.2138428995010555,2.042768579900211,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.49,0.4237115891042489,-0.21185579455212444,2.042371158910425,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.5,0.4197530864197536,-0.2098765432098768,2.0419753086419754,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.51,0.41581038614118304,-0.20790519307059152,2.0415810386141184,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.52,0.41188358270257885,-0.20594179135128943,2.041188358270258,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.53,0.40797276977339036,-0.20398638488669518,2.0407972769773393,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.54,0.4040780402524158,-0.2020390201262079,2.0404078040252416,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
27.55,0.40019948626172797,-0.20009974313086398,2.0400199486261728,2.677945044588987,RETURN,1.0,1.000000000000004,payload_released,1.9619999999999997,1.9619999999999995,1.6350000000000062,0.3269999999999935,MASS_ADAPTATION,MASS_CHANGE
