time,x,y,z,x_ref,y_ref,z_ref,roll,pitch,yaw,u1,u2,u3,u4,geofence_breach_active,flight_mode,active_setpoint_source,safety_status,event_code,system_supervisor_keepalive
0.89,1.6448300433087708,1.8501484961188108,-0.0002684857474761887,0.0,0.0,1.78,0.2855315894187197,0.38313169506276873,-1.3106978965453204,100.74700141917752,-130.15917037669055,130.15917037669055,-129.10790741394723,0.0,3.0,30.0,0.0,30.0,0.031
0.9,1.684891887876361,1.8940496044264898,-0.0002713846929522507,0.0,0.0,1.8,0.23763285500035816,2.3030881232035947,-0.3008641359193809,130.15917037669055,-130.15917037669055,115.3776058607342,-109.74054677427284,0.0,3.0,30.0,0.0,30.0,0.031
0.91,1.725377889049154,1.9384790661971263,-0.0002736026744274973,0.0,0.0,1.8199999999999998,-1.3647968383022036,-0.5391590302754755,-2.957798076849054,130.15917037669055,-130.15917037669055,93.73645121956469,-130.15917037669055,0.0,3.0,30.0,0.0,30.0,0.031
0.92,1.7663573123738565,1.9833747127717951,-0.00027710234338952644,0.0,0.0,1.8400000000000003,0.38392392650615137,0.4667871578609804,-1.9808942904952016,92.02137596978648,-130.15917037669055,130.15917037669055,-130.15917037669055,0.0,3.0,30.0,0.0,30.0,0.031
0.93,1.807781563435756,2.028831920577058,-0.00027944460029085023,0.0,0.0,1.86,0.3778035262304948,2.374236034978103,-1.036873765807495,127.32548689574193,-130.15917037669055,103.93974576442797,-121.17840687057907,0.0,3.0,30.0,0.0,30.0,0.031
0.9400000000000001,1.8496908900183342,2.0748361992161914,-0.00028212848532793895,0.0,0.0,1.8800000000000001,-1.2852093924176384,-0.4957833446191236,2.696228847111108,130.15917037669055,-130.15917037669055,87.82073719032758,-130.15917037669055,0.0,3.0,30.0,0.0,30.0,0.031
0.9500000000000001,1.8920848652125362,2.1213985839464153,-0.0002846482237412876,0.0,0.0,1.9,0.38426727663297594,0.48348983464777967,-2.6706114367565785,94.1943504596048,-130.15917037669055,130.15917037669055,-130.15917037669055,0.0,3.0,30.0,0.0,30.0,0.031
0.96,1.9349437508776897,2.1685186584211085,-0.0002873343035820538,0.0,0.0,1.92,0.35659197406415377,2.4313906877278395,-1.6999200601017528,124.34305279520802,-130.15917037669055,103.97212039145563,-121.14603224355142,0.0,3.0,30.0,0.0,30.0,0.031
0.97,1.9782155264446468,2.2161486394635106,-0.00028951437794278774,0.0,0.0,1.94,-1.1771932375267988,-0.5584064389611773,2.1037634554244975,130.15917037669055,-130.15917037669055,99.61895743655701,-130.15917037669055,0.0,3.0,30.0,0.0,30.0,0.031
0.98,2.021979558971767,2.26425700749787,-0.00029260199277896784,0.0,0.0,1.9600000000000002,0.46003875815996503,0.587657831612494,2.9455891328135526,107.3109824362862,-130.15917037669055,130.15917037669055,-129.4555952118193,0.0,3.0,30.0,0.0,30.0,0.031
0.99,2.066201826529212,2.312924396788249,-0.00029480436116125945,0.0,0.0,1.98,0.4773417752855736,2.469717658494001,-2.426624656871512,130.15917037669055,-130.15917037669055,116.57646672492653,-108.5416859100805,0.0,3.0,30.0,0.0,30.0,0.031
1.0,2.1109151108673987,2.362145540679086,-0.00029725143136654226,0.0,0.0,2.0,-1.1416685919857803,-0.5204102309321935,1.4387377277765485,130.15917037669055,-130.15917037669055,104.24641487602125,-130.15917037669055,0.0,3.0,30.0,0.0,30.0,0.031
